Mat_MatCode,SP_TestPlan,Test_Lab,Analyte,Component,Numeric_Result,Res_Units,Rounding_Rule,Low_Release_Limit,High_Release_Limit,METHOD
3XP253,"Applicator_NY_35gsm Flat Thermoembonded Nonwoven 30""",NY-Analytical,Tensile Strength,Wet MD ,,g/in,"FDA,0",2000,4400,TM 103
3XP253,"Applicator_NY_35gsm Flat Thermoembonded Nonwoven 30""",NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
3XP253,"Applicator_NY_35gsm Flat Thermoembonded Nonwoven 30""",NY-Analytical,Visual Inspection,Appearance,Meets specifications (Done),,,,,TM208
3XP253,"Applicator_NY_35gsm Flat Thermoembonded Nonwoven 30""",NY-Analytical,Visual Inspection,Odor,Meets specifications (Done),,,,,TM208
3XP253,"Applicator_NY_35gsm Flat Thermoembonded Nonwoven 30""",NY-Analytical,Visual Inspection,Color,White with no off colors or shading [Done],,,,,TM208
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Caliper,Caliper,,mm,"FDA,2",0.51,0.63,TM102
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Applicator Measurements,Roll width (COA),,in,"FDA,2",41.75,42.25,TM143
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Applicator Measurements,Roll Diameter (COA),,in,"FDA,0",41,45,TM143
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Basis Weight,Basis Weight,,GSM,"FDA,0",45,55,TM 101
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Tensile Strength,Dry CD,,g/in,"FDA,0",1801,2821,TM 103
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Tensile Strength,Dry CD,,g/in,"FDA,0",6675,9447,TM 103
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Visual Inspection,Appearance,Meets specifications (Done),,,,,TM208
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Visual Inspection,Color,Meets specifications (Done),,,,,TM208
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Visual Inspection,Odor,No objectionable odor Wet or Dry [Done],,,,,TM208
3XP540,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-42""",NY-Analytical,Certificate of Analysis,Certificate of Analysis,,,,,,COA
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Caliper,Caliper,,mm,"FDA,2",0.51,0.63,TM102
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Applicator Measurements,Roll Width,,in,"FDA,2",38.5,39,TM143
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Applicator Measurements,Roll Diameter,,in,"FDA,0",41,45,TM143
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Basis Weight,Basis Weight,,GSM,"FDA,1",45,55,TM 101
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Tensile Strength,Dry CD,,g/in,"FDA,0",1801,2821,TM 103
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Tensile Strength,Dry CD,,g/in,"FDA,0",6675,9447,TM 103
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Visual Inspection,Appearance,Meets specifications (Done),,,,,TM208
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Visual Inspection,Color,Meets specifications (Done),,,,,TM208
3XP667,"Applicator_NY_Spunlaced Nonwoven 50 gsm 100% Polyester-38.75""",NY-Analytical,Visual Inspection,Odor,No objectionable odor Wet or Dry [Done],,,,,TM208
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,NY-Analytical,Box Inspection,Width,,in,"FDA,5",1.28175,1.34425,Box Inspection
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,NY-Analytical,Box Inspection,Height,,in,"FDA,5",2.59375,2.65625,Box Inspection
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,NY-Analytical,Box Inspection,Length,,in,"FDA,5",3.34375,3.40625,Box Inspection
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,NY-Analytical,Box Inspection,Carton Style,Open Top/Auto Bottom Tray (Done),,,,,Box Inspection
5AA347BT,Box_NY_0.020SBS_300_3.375-1.313-2.625,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AA404S48,Box_NY_0.018SBS_111_6-5.875-3.625,NY-Analytical,Box Inspection,Artwork / Copy,,in,,,,Box Inspection
5AA404S48,Box_NY_0.018SBS_111_6-5.875-3.625,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.017,0.019,TM102
5AA404S48,Box_NY_0.018SBS_111_6-5.875-3.625,NY-Analytical,Box Inspection,Carton Material,,,,,,Box Inspection
5AA404S48,Box_NY_0.018SBS_111_6-5.875-3.625,NY-Analytical,Box Inspection,Carton Style,,,,,,Box Inspection
5AA404S48,Box_NY_0.018SBS_111_6-5.875-3.625,NY-Analytical,Box Inspection,Height,,in,"FDA,5",3.59375,3.65625,Box Inspection
5AA404S48,Box_NY_0.018SBS_111_6-5.875-3.625,NY-Analytical,Box Inspection,Length,,in,"FDA,5",5.96875,6.03125,Box Inspection
5AA404S48,Box_NY_0.018SBS_111_6-5.875-3.625,NY-Analytical,Box Inspection,Width,,in,"FDA,5",5.84375,5.90625,Box Inspection
5AA617S96,Box_NY_0.018SBS_47B_3.625-3.875-6,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.017,0.019,TM102
5AA617S96,Box_NY_0.018SBS_47B_3.625-3.875-6,NY-Analytical,Box Inspection,Length,,in,"FDA,5",3.59375,3.65625,Box Inspection
5AA617S96,Box_NY_0.018SBS_47B_3.625-3.875-6,NY-Analytical,Box Inspection,Width,,in,"FDA,5",3.84375,3.90625,Box Inspection
5AA617S96,Box_NY_0.018SBS_47B_3.625-3.875-6,NY-Analytical,Box Inspection,Height,,in,"FDA,5",5.96875,6.03125,Box Inspection
5AA617S96,Box_NY_0.018SBS_47B_3.625-3.875-6,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AA617S96,Box_NY_0.018SBS_47B_3.625-3.875-6,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AA617S96,Box_NY_0.018SBS_47B_3.625-3.875-6,NY-Analytical,Box Inspection,Carton Style,Straight Tuck End -  French Style (Done),,,,,Box Inspection
5AA632S60,Box_NY_0.020SBS_101_6-3.625-7,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AA632S60,Box_NY_0.020SBS_101_6-3.625-7,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AA632S60,Box_NY_0.020SBS_101_6-3.625-7,NY-Analytical,Box Inspection,Width,,in,"FDA,5",3.59375,3.65625,Box Inspection
5AA632S60,Box_NY_0.020SBS_101_6-3.625-7,NY-Analytical,Box Inspection,Length,,in,"FDA,5",5.96875,6.03125,Box Inspection
5AA632S60,Box_NY_0.020SBS_101_6-3.625-7,NY-Analytical,Box Inspection,Height,,in,"FDA,5",6.96875,7.03125,Box Inspection
5AA632S60,Box_NY_0.020SBS_101_6-3.625-7,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AA632S60,Box_NY_0.020SBS_101_6-3.625-7,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AA632S60,Box_NY_0.020SBS_101_6-3.625-7,NY-Analytical,Box Inspection,Carton Style,Tuck Top / Auto Bottom - French Style (Done),,,,,Box Inspection
5AA911TY,Box_NY_0.020SBS_105_4.5-7.9375-7.9375,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AA911TY,Box_NY_0.020SBS_105_4.5-7.9375-7.9375,NY-Analytical,Box Inspection,Length,,in,"FDA,5",4.46875,4.53125,Box Inspection
5AA911TY,Box_NY_0.020SBS_105_4.5-7.9375-7.9375,NY-Analytical,Box Inspection,Height,,in,"FDA,5",7.90625,7.96875,Box Inspection
5AA911TY,Box_NY_0.020SBS_105_4.5-7.9375-7.9375,NY-Analytical,Box Inspection,Width,,in,"FDA,5",7.90625,7.96875,COA
5AA911TY,Box_NY_0.020SBS_105_4.5-7.9375-7.9375,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AA911TY,Box_NY_0.020SBS_105_4.5-7.9375-7.9375,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AA911TY,Box_NY_0.020SBS_105_4.5-7.9375-7.9375,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AA911TY,Box_NY_0.020SBS_105_4.5-7.9375-7.9375,NY-Analytical,Box Inspection,Carton Style,Tuck Top / Auto Bottom w/perf,,,,,Box Inspection
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,NY-Analytical,Label Inspection,Length,,in,"FDA,4",1.875,2,TM143
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,NY-Analytical,Label Inspection,Width,,in,"FDA,4",1.8125,1.9375,TM143
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,NY-Analytical,Label Inspection,Color/Copy,Copy/color should be in accordance with individual Item # print spec (Done),,,,,TM208
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,NY-Analytical,Label Inspection,Appearance,Material must be clean and free of particulate matter (Done),,,,,TM208
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,NY-Analytical,Label Inspection,Print,"No smears, streaks, spots, or voids (Done)",,,,,TM208
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,NY-Analytical,Label Inspection,Odor,No solvent odor is to be present (Done),,,,,TM208
5AB123CP,Label_NY_5AB123CP_1.9375-1.875,NY-Analytical,Certificate of Conformance,Certificate of Conformance,,,,,,COA
5AB123ST,Box_NY_0.018SBS_107_10.25-2.375-2.75,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.017,0.019,TM102
5AB123ST,Box_NY_0.018SBS_107_10.25-2.375-2.75,NY-Analytical,Box Inspection,Width,,in,"FDA,5",2.34375,2.40625,Box Inspection
5AB123ST,Box_NY_0.018SBS_107_10.25-2.375-2.75,NY-Analytical,Box Inspection,Height,,in,"FDA,5",2.71875,2.78125,Box Inspection
5AB123ST,Box_NY_0.018SBS_107_10.25-2.375-2.75,NY-Analytical,Box Inspection,Length,,in,"FDA,5",10.21875,10.28125,Box Inspection
5AB123ST,Box_NY_0.018SBS_107_10.25-2.375-2.75,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AB123ST,Box_NY_0.018SBS_107_10.25-2.375-2.75,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AB123ST,Box_NY_0.018SBS_107_10.25-2.375-2.75,NY-Analytical,Box Inspection,Carton Style,TT/AB w/friction lock (Done),,,,,Box Inspection
5AD02424,Box_NY_0.018SBS_107_4-2.03125-4.5,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.017,0.019,TM102
5AD02424,Box_NY_0.018SBS_107_4-2.03125-4.5,NY-Analytical,Box Inspection,Width,,in,"FDA,5",2,2.0625,Box Inspection
5AD02424,Box_NY_0.018SBS_107_4-2.03125-4.5,NY-Analytical,Box Inspection,Length,,in,"FDA,5",3.96875,4.03125,Box Inspection
5AD02424,Box_NY_0.018SBS_107_4-2.03125-4.5,NY-Analytical,Box Inspection,Height,,in,"FDA,5",4.46875,4.53125,Box Inspection
5AD02424,Box_NY_0.018SBS_107_4-2.03125-4.5,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AD02424,Box_NY_0.018SBS_107_4-2.03125-4.5,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AD02424,Box_NY_0.018SBS_107_4-2.03125-4.5,NY-Analytical,Box Inspection,Carton Style,Tuck Top Auto Bottom w/ Tab Lock,,,,,Box Inspection
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.017,0.019,TM102
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,NY-Analytical,Box Inspection,Width,,in,"FDA,5",1.96875,2.03125,Box Inspection
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,NY-Analytical,Box Inspection,Height,,in,"FDA,5",3.46875,3.53125,Box Inspection
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,NY-Analytical,Box Inspection,Length,,in,"FDA,5",3.84375,3.90625,Box Inspection
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,NY-Analytical,Box Inspection,Carton Style,French Tuck Top / Auto Bottom (Done),,,,,Box Inspection
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AH45016,Box_NY_0.018SBS_101_3.875-2-3.5,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AH58195,Box_NY_0.020SBS_127_6.25-2.5625-4.625,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AH58195,Box_NY_0.020SBS_127_6.25-2.5625-4.625,NY-Analytical,Box Inspection,Width,,in,"FDA,5",2.53125,2.59375,Box Inspection
5AH58195,Box_NY_0.020SBS_127_6.25-2.5625-4.625,NY-Analytical,Box Inspection,Height,,in,"FDA,5",4.59375,4.65625,Box Inspection
5AH58195,Box_NY_0.020SBS_127_6.25-2.5625-4.625,NY-Analytical,Box Inspection,Length,,in,"FDA,5",6.21875,6.28125,Box Inspection
5AH58195,Box_NY_0.020SBS_127_6.25-2.5625-4.625,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AH58195,Box_NY_0.020SBS_127_6.25-2.5625-4.625,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AH58195,Box_NY_0.020SBS_127_6.25-2.5625-4.625,NY-Analytical,Box Inspection,Carton Style,Straight Tuck w/Partition Dispenser Box,,,,,Box Inspection
5AJ130BT,Box_NY_0.020SBS_306_3.3125-1.4375-2.625,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AJ130BT,Box_NY_0.020SBS_306_3.3125-1.4375-2.625,NY-Analytical,Box Inspection,Artwork / Copy,,,,,,Box Inspection
5AJ130BT,Box_NY_0.020SBS_306_3.3125-1.4375-2.625,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AJ130BT,Box_NY_0.020SBS_306_3.3125-1.4375-2.625,NY-Analytical,Box Inspection,Carton Material,,,,,,Box Inspection
5AJ130BT,Box_NY_0.020SBS_306_3.3125-1.4375-2.625,NY-Analytical,Box Inspection,Carton Style,,,,,,Box Inspection
5AJ130BT,Box_NY_0.020SBS_306_3.3125-1.4375-2.625,NY-Analytical,Box Inspection,Height,,in,"FDA,5",2.59375,2.65625,Box Inspection
5AJ130BT,Box_NY_0.020SBS_306_3.3125-1.4375-2.625,NY-Analytical,Box Inspection,Length,,in,"FDA,5",3.28125,3.34375,Box Inspection
5AJ130BT,Box_NY_0.020SBS_306_3.3125-1.4375-2.625,NY-Analytical,Box Inspection,Width,,in,"FDA,5",1.40625,1.46875,Box Inspection
5AP027TY,Box_57A,NY-Analytical,Box Inspection,Width,,in,"FDA,3",5.535,5.715,Box Inspection
5AP027TY,Box_57A,NY-Analytical,Box Inspection,Length,,in,"FDA,3",10.66,10.84,Box Inspection
5AP027TY,Box_57A,NY-Analytical,Box Inspection,Color,Clear (Done),,,,,Box Inspection
5AP027TY,Box_57A,NY-Analytical,Certificate of Compliance,Certificate of Compliance,CofC meets specifications (Done),,,,,COA
5AP027TY,Box_57A,NY-Analytical,Box Inspection,Appearance,Meets specification (Done),,,,,Box Inspection
5AP027TY,Box_57A,NY-Analytical,Box Inspection,Functionality,Meets specification (Done),,,,,Box Inspection
5AP027TY,Box_57A,NY-Analytical,Box Inspection,Odor,None Detectable (Done),,,,,Box Inspection
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,NY-Analytical,Box Inspection,Width,,in,"FDA,5",3.40625,3.46875,Box Inspection
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,NY-Analytical,Box Inspection,Height,,in,"FDA,5",4.71875,4.78125,Box Inspection
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,NY-Analytical,Box Inspection,Length,,in,"FDA,5",6.34375,6.40625,Box Inspection
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,NY-Analytical,Box Inspection,Carton Material,BC (Done),,,,,Box Inspection
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AP07530,Box_NY_0.020BC_110_6.375-3.4375-4.75,NY-Analytical,Box Inspection,Carton Style,TT/AB w/finger holes (Done),,,,,Box Inspection
5AP209SL,Box_NY_0.020BC_220_5.09375-3.6875-4.625,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AP209SL,Box_NY_0.020BC_220_5.09375-3.6875-4.625,NY-Analytical,Box Inspection,Width,,in,"FDA,5",3.65625,3.71875,Box Inspection
5AP209SL,Box_NY_0.020BC_220_5.09375-3.6875-4.625,NY-Analytical,Box Inspection,Height,,in,"FDA,5",4.59375,4.65625,Box Inspection
5AP209SL,Box_NY_0.020BC_220_5.09375-3.6875-4.625,NY-Analytical,Box Inspection,Length,,in,"FDA,5",5.0625,5.125,Box Inspection
5AP209SL,Box_NY_0.020BC_220_5.09375-3.6875-4.625,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AP209SL,Box_NY_0.020BC_220_5.09375-3.6875-4.625,NY-Analytical,Box Inspection,Carton Material,BC (Done),,,,,Box Inspection
5AP209SL,Box_NY_0.020BC_220_5.09375-3.6875-4.625,NY-Analytical,Box Inspection,Carton Style,"Diecut Glued Sleeve w/ 2-1"" fingerholes (Done)",,,,,Box Inspection
5AP209SL,Box_NY_0.020BC_220_5.09375-3.6875-4.625,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AP21195,Box_01M,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.023,0.025,TM102
5AP21195,Box_01M,NY-Analytical,Box Inspection,Width,,in,"FDA,5",4.46875,4.53125,Box Inspection
5AP21195,Box_01M,NY-Analytical,Box Inspection,Length,,in,"FDA,5",4.59375,4.65625,Box Inspection
5AP21195,Box_01M,NY-Analytical,Box Inspection,Height,,in,"FDA,5",5.84375,5.90625,Box Inspection
5AP21195,Box_01M,NY-Analytical,Box Inspection,Carton Material,Bending Chip,,,,,Box Inspection
5AP21195,Box_01M,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AP21195,Box_01M,NY-Analytical,Box Inspection,Carton Style,Tuck Top / Auto Bottom (Done),,,,,Box Inspection
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,NY-Analytical,Box Inspection,Height,,in,"FDA,5",3.59375,3.65625,Box Inspection
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,NY-Analytical,Box Inspection,Length,,in,"FDA,5",4.59375,4.65625,Box Inspection
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,NY-Analytical,Box Inspection,Width,,in,"FDA,5",4.96875,5.03125,Box Inspection
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,NY-Analytical,Box Inspection,Carton Style,Open Top/Auto Bottom Tray (Done),,,,,Box Inspection
5AP227TY,Box_NY_0.020SBS_300_4.625-5-3.625,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AP229TY,Box_NY_0.024SBS_303_8.228-3.661-6.024,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.023,0.025,TM102
5AP229TY,Box_NY_0.024SBS_303_8.228-3.661-6.024,NY-Analytical,Box Inspection,Width,,in,"FDA,5",3.62975,3.69225,Box Inspection
5AP229TY,Box_NY_0.024SBS_303_8.228-3.661-6.024,NY-Analytical,Box Inspection,Height,,in,"FDA,5",5.99275,6.05525,Box Inspection
5AP229TY,Box_NY_0.024SBS_303_8.228-3.661-6.024,NY-Analytical,Box Inspection,Length,,in,"FDA,5",8.19675,8.25925,Box Inspection
5AP229TY,Box_NY_0.024SBS_303_8.228-3.661-6.024,NY-Analytical,Box Inspection,Carton Style,A/B tray w/tear-off lid (Done),,,,,Box Inspection
5AP229TY,Box_NY_0.024SBS_303_8.228-3.661-6.024,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AP229TY,Box_NY_0.024SBS_303_8.228-3.661-6.024,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AP308TY,Box_63A,NY-Analytical,Box Inspection,Flange - Sides,,in,"FDA,3",0.045,0.135,Box Inspection
5AP308TY,Box_63A,NY-Analytical,Box Inspection,Flange - Top & Bottom,,in,"FDA,3",0.045,0.135,Box Inspection
5AP308TY,Box_63A,NY-Analytical,Box Inspection,Total Height,,in,"FDA,3",2.899,2.963,Box Inspection
5AP308TY,Box_63A,NY-Analytical,Box Inspection,Width,,in,"FDA,3",6.093,6.157,Box Inspection
5AP308TY,Box_63A,NY-Analytical,Box Inspection,Length,,in,"FDA,3",7.156,7.22,Box Inspection
5AP308TY,Box_63A,NY-Analytical,Box Inspection,Color,Clear (Done),,,,,Box Inspection
5AP308TY,Box_63A,NY-Analytical,Certificate of Analysis,Certificate of Analysis,CofA meets specifications (Done),,,,,COA
5AP308TY,Box_63A,NY-Analytical,Box Inspection,Appearance,Meets specification (Done),,,,,Box Inspection
5AP308TY,Box_63A,NY-Analytical,Box Inspection,Odor,None Detectable (Done),,,,,Box Inspection
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.017,0.019,TM102
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,NY-Analytical,Box Inspection,Width,,mm,"FDA,1",43.7,45.2,Box Inspection
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,NY-Analytical,Box Inspection,Height,,mm,"FDA,1",100.8,102.4,Box Inspection
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,NY-Analytical,Box Inspection,Length,,mm,"FDA,1",100.8,102.4,Box Inspection
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,NY-Analytical,Box Inspection,Carton Material,SBS (Done),,,,,Box Inspection
5AU25206,Box_NY_0.018SBS_100_101.6-44.45-101.6,NY-Analytical,Box Inspection,Carton Style,Tuck Top / Auto Bottom (Done),,,,,Box Inspection
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Box Inspection,Width,,in,"FDA,5",3.59375,3.65625,Box Inspection
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Box Inspection,Length,,in,"FDA,5",4.0625,4.125,Box Inspection
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Box Inspection,Height,,in,"FDA,5",4.28125,4.34375,Box Inspection
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Box Inspection,AQL Sample Size,,,"FDA,0",,,AQL
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Box Inspection,Artwork / Copy,Does not meet specifications (OOS),in,,,,Box Inspection
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Box Inspection,Carton Style,RT (Done),,,,,Box Inspection
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Box Inspection,Carton Material,TBC (Done),,,,,Box Inspection
5AU252IN,Box_NY_0.020TBC_123_4.09375-3.625-4.3125,NY-Analytical,Certificate of Analysis,Certificate of Analysis,,,,,,COA
5AU31450,Box_NY_0.020SBS_169_6-3.125-5.9375,NY-Analytical,Box Inspection,Caliper,,in,"FDA,3",0.019,0.021,TM102
5AU31450,Box_NY_0.020SBS_169_6-3.125-5.9375,NY-Analytical,Box Inspection,Width,,in,"FDA,5",3.09375,3.15625,Box Inspection
5AU31450,Box_NY_0.020SBS_169_6-3.125-5.9375,NY-Analytical,Box Inspection,Height,,in,"FDA,5",5.90625,5.96875,Box Inspection
5AU31450,Box_NY_0.020SBS_169_6-3.125-5.9375,NY-Analytical,Box Inspection,Length,,in,"FDA,5",5.96875,6.03125,Box Inspection
5AU31450,Box_NY_0.020SBS_169_6-3.125-5.9375,NY-Analytical,Box Inspection,Carton Style,Dispenser (Done),,,,,Box Inspection
5AU31450,Box_NY_0.020SBS_169_6-3.125-5.9375,NY-Analytical,Box Inspection,Artwork / Copy,Meets specifications (Done),in,,,,Box Inspection
