Mat_MatCode,METHOD,Analyte,Component,Res_Units,Numeric_Result,Low_Release_Limit,High_Release_Limit,Rounding_Rule,SP_TestPlan,,,,,
5BU37230,,3.84375,Box Inspection,Box_NY_0.018SBS_101_3.8125-3.375-2.9375,,,,in,,3.78125,Length,,Box Inspection,"FDA,5"
5BU37230,,,Box Inspection,Box_NY_0.018SBS_101_3.8125-3.375-2.9375,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5BU37230,,,Box Inspection,Box_NY_0.018SBS_101_3.8125-3.375-2.9375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5BU37230,,,Box Inspection,Box_NY_0.018SBS_101_3.8125-3.375-2.9375,,,SBS,,,,Carton Material,,Box Inspection,
5BU37230,,,Box Inspection,Box_NY_0.018SBS_101_3.8125-3.375-2.9375,,,Tuck Top / Auto Bottom - French Style,,,,Carton Style,,Box Inspection,
5BU55510,,0.017,Box Inspection,Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5BU55510,,1.90625,Box Inspection,Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,,,,in,,1.84375,Width,,Box Inspection,"FDA,5"
5BU55510,,2.96875,Box Inspection,Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,,,,in,,2.90625,Length,,Box Inspection,"FDA,5"
5BU55510,,3.84375,Box Inspection,Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,,,,in,,3.78125,Height,,Box Inspection,"FDA,5"
5BU55510,,,Box Inspection,Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,,,Bright Metalized Poly Board,,,,Carton Material,,Box Inspection,
5BU55510,,,Box Inspection,Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5BU55510,,,Box Inspection,Box_NY_0.016BMPB_124_2.9375-1.875-3.8125,,,Straight Tuck End w/glued header,,,,Carton Style,,Box Inspection,
5BU71230,,0.019,Box Inspection,Box_NY_0.018SBS_122_4.6875-3-3.8125,,,,in,,0.017,Caliper,,TM102,"FDA,3"
5BU71230,,3.03125,Box Inspection,Box_NY_0.018SBS_122_4.6875-3-3.8125,,,,in,,2.96875,Width,,Box Inspection,"FDA,5"
5BU71230,,3.84375,Box Inspection,Box_NY_0.018SBS_122_4.6875-3-3.8125,,,,in,,3.78125,Height,,Box Inspection,"FDA,5"
5BU71230,,4.71875,Box Inspection,Box_NY_0.018SBS_122_4.6875-3-3.8125,,,,in,,4.65625,Length,,Box Inspection,"FDA,5"
5BU71230,,,Box Inspection,Box_NY_0.018SBS_122_4.6875-3-3.8125,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5BU71230,,,Box Inspection,Box_NY_0.018SBS_122_4.6875-3-3.8125,,,SBS,,,,Carton Material,,Box Inspection,
5BU71230,,,Box Inspection,Box_NY_0.018SBS_122_4.6875-3-3.8125,,,Straight Tuck End,,,,Carton Style,,Box Inspection,
5CA284TR,,0.019,Box Inspection,Box_NY_0.018SBS_111_6-5.3125-3.6875,,,,in,,0.017,Caliper,,TM102,"FDA,3"
5CA284TR,,3.71875,Box Inspection,Box_NY_0.018SBS_111_6-5.3125-3.6875,,,,in,,3.65625,Height,,Box Inspection,"FDA,5"
5CA284TR,,5.34375,Box Inspection,Box_NY_0.018SBS_111_6-5.3125-3.6875,,,,in,,5.28125,Width,,Box Inspection,"FDA,5"
5CA284TR,,6.03125,Box Inspection,Box_NY_0.018SBS_111_6-5.3125-3.6875,,,,in,,5.96875,Length,,Box Inspection,"FDA,5"
5CA284TR,,,Box Inspection,Box_NY_0.018SBS_111_6-5.3125-3.6875,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5CA284TR,,,Box Inspection,Box_NY_0.018SBS_111_6-5.3125-3.6875,,,SBS,,,,Carton Material,,Box Inspection,
5CA284TR,,,Box Inspection,Box_NY_0.018SBS_111_6-5.3125-3.6875,,,Tuck Top / Auto Bottom French Style w/Perfs,,,,Carton Style,,Box Inspection,
5CB19600,,0.019,Box Inspection,Box_NY_0.018SBS_100_5.125-2.25-2.09375,,,,in,,0.017,Caliper,,TM102,"FDA,3"
5CB19600,,2.125,Box Inspection,Box_NY_0.018SBS_100_5.125-2.25-2.09375,,,,in,,2.0625,Height,,Box Inspection,"FDA,5"
5CB19600,,2.28125,Box Inspection,Box_NY_0.018SBS_100_5.125-2.25-2.09375,,,,in,,2.21875,Width,,Box Inspection,"FDA,5"
5CB19600,,5.15625,Box Inspection,Box_NY_0.018SBS_100_5.125-2.25-2.09375,,,,in,,5.09375,Length,,Box Inspection,"FDA,5"
5CB19600,,,Box Inspection,Box_NY_0.018SBS_100_5.125-2.25-2.09375,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5CB19600,,,Box Inspection,Box_NY_0.018SBS_100_5.125-2.25-2.09375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5CB19600,,,Box Inspection,Box_NY_0.018SBS_100_5.125-2.25-2.09375,,,SBS,,,,Carton Material,,Box Inspection,
5CB19600,,,Box Inspection,Box_NY_0.018SBS_100_5.125-2.25-2.09375,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5CB51200,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.75-2.375,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5CB51200,,2.40625,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.75-2.375,,,,in,,2.34375,Height,,Box Inspection,"FDA,5"
5CB51200,,2.78125,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.75-2.375,,,,in,,2.71875,Width,,Box Inspection,"FDA,5"
5CB51200,,6.15625,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.75-2.375,,,,in,,6.09375,Length,,Box Inspection,"FDA,5"
5CB51200,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.75-2.375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5CB51200,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.75-2.375,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5CB51200,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.75-2.375,,,UCSBS,,,,Carton Material,,Box Inspection,
5CC80100,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5CC80100,,1.78125,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,,,,in,,1.71875,Width,,Box Inspection,"FDA,5"
5CC80100,,3.09375,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,,,,in,,3.03125,Height,,Box Inspection,"FDA,5"
5CC80100,,5.09375,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,,,,in,,5.03125,Length,,Box Inspection,"FDA,5"
5CC80100,,,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5CC80100,,,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5CC80100,,,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5CC80100,,,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-1.75-3.0625,,,UCSBS,,,,Carton Material,,Box Inspection,
5CD35185,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5CD35185,,2.34375,Box Inspection,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,,in,,2.28125,Width,,Box Inspection,"FDA,5"
5CD35185,,6.09375,Box Inspection,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,,in,,6.03125,Height,,Box Inspection,"FDA,5"
5CD35185,,6.53125,Box Inspection,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,,in,,6.46875,Length,,Box Inspection,"FDA,5"
5CD35185,,,Box Inspection,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5CD35185,,,Box Inspection,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5CD35185,,,Box Inspection,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5CD35185,,,Box Inspection,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,UCSBS,,,,Carton Material,,Box Inspection,
5CS42050,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_6.5-3.3125-5.8125,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5CS42050,,3.34375,Box Inspection,Box_NY_0.016UCSBS_100_6.5-3.3125-5.8125,,,,in,,3.28125,Width,,Box Inspection,"FDA,5"
5CS42050,,5.84375,Box Inspection,Box_NY_0.016UCSBS_100_6.5-3.3125-5.8125,,,,in,,5.78125,Height,,Box Inspection,"FDA,5"
5CS42050,,6.53125,Box Inspection,Box_NY_0.016UCSBS_100_6.5-3.3125-5.8125,,,,in,,6.46875,Length,,Box Inspection,"FDA,5"
5CS42050,,,Box Inspection,Box_NY_0.016UCSBS_100_6.5-3.3125-5.8125,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5CS42050,,,Box Inspection,Box_NY_0.016UCSBS_100_6.5-3.3125-5.8125,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5CS42050,,,Box Inspection,Box_NY_0.016UCSBS_100_6.5-3.3125-5.8125,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5CS42050,,,Box Inspection,Box_NY_0.016UCSBS_100_6.5-3.3125-5.8125,,,UCSBS,,,,Carton Material,,Box Inspection,
5DA941TY,,0.025,Box Inspection,Box_NY_0.024WCK_111_5.25-6.25-8.625/3.5,,,,in,,0.023,Caliper,,TM102,"FDA,3"
5DA941TY,,3.53125,Box Inspection,Box_NY_0.024WCK_111_5.25-6.25-8.625/3.5,,,,in,,3.46875,Front Height,,Box Inspection,"FDA,5"
5DA941TY,,5.28125,Box Inspection,Box_NY_0.024WCK_111_5.25-6.25-8.625/3.5,,,,in,,5.21875,Length,,Box Inspection,"FDA,5"
5DA941TY,,6.28125,Box Inspection,Box_NY_0.024WCK_111_5.25-6.25-8.625/3.5,,,,in,,6.21875,Width,,Box Inspection,"FDA,5"
5DA941TY,,8.65625,Box Inspection,Box_NY_0.024WCK_111_5.25-6.25-8.625/3.5,,,,in,,8.59375,Back Height,,Box Inspection,"FDA,5"
5DA941TY,,,Box Inspection,Box_NY_0.024WCK_111_5.25-6.25-8.625/3.5,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5DA941TY,,,Box Inspection,Box_NY_0.024WCK_111_5.25-6.25-8.625/3.5,,,Tuck Top / Auto Bottom French Style w/Perfs,,,,Carton Style,,Box Inspection,
5DA941TY,,,Box Inspection,Box_NY_0.024WCK_111_5.25-6.25-8.625/3.5,,,WCK,,,,Carton Material,,Box Inspection,
5DH12824,,0.019,Box Inspection,Box_NY_0.018SBS_100_4-2.125-6.125,,,,in,,0.017,Caliper,,TM102,"FDA,3"
5DH12824,,2.15625,Box Inspection,Box_NY_0.018SBS_100_4-2.125-6.125,,,,in,,2.09375,Width,,Box Inspection,"FDA,5"
5DH12824,,4.03125,Box Inspection,Box_NY_0.018SBS_100_4-2.125-6.125,,,,in,,3.96875,Length,,Box Inspection,"FDA,5"
5DH12824,,6.15625,Box Inspection,Box_NY_0.018SBS_100_4-2.125-6.125,,,,in,,6.09375,Height,,Box Inspection,"FDA,5"
5DH12824,,,Box Inspection,Box_NY_0.018SBS_100_4-2.125-6.125,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5DH12824,,,Box Inspection,Box_NY_0.018SBS_100_4-2.125-6.125,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5DH12824,,,Box Inspection,Box_NY_0.018SBS_100_4-2.125-6.125,,,SBS,,,,Carton Material,,Box Inspection,
5DH12824,,,Box Inspection,Box_NY_0.018SBS_100_4-2.125-6.125,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5EH21130,,0.017,Box Inspection,Box_NY_0.016SBS_100_4.75-2.375-3.25,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5EH21130,,2.40625,Box Inspection,Box_NY_0.016SBS_100_4.75-2.375-3.25,,,,in,,2.34375,Width,,COA,"FDA,5"
5EH21130,,3.28125,Box Inspection,Box_NY_0.016SBS_100_4.75-2.375-3.25,,,,in,,3.21875,Height,,Box Inspection,"FDA,5"
5EH21130,,4.78125,Box Inspection,Box_NY_0.016SBS_100_4.75-2.375-3.25,,,,in,,4.71875,Length,,Box Inspection,"FDA,5"
5EH21130,,,Box Inspection,Box_NY_0.016SBS_100_4.75-2.375-3.25,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5EH21130,,,Box Inspection,Box_NY_0.016SBS_100_4.75-2.375-3.25,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5EH21130,,,Box Inspection,Box_NY_0.016SBS_100_4.75-2.375-3.25,,,SBS,,,,Carton Material,,Box Inspection,
5EH21130,,,Box Inspection,Box_NY_0.016SBS_100_4.75-2.375-3.25,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5FD41900,,,Certificate of Analysis,Box_NY_0.016UCSBS_100_6.5-2.3125-6.0625,,,CofA meets specifications,,,,Certificate of Analysis,,COA,
5FH07050,,0.021,Box Inspection,Box_NY_0.020SBS_125_6.125-2.4375-6.015625,,,,in,,0.019,Caliper,,TM102,"FDA,3"
5FH07050,,2.46875,Box Inspection,Box_NY_0.020SBS_125_6.125-2.4375-6.015625,,,,in,,2.40625,Width,,Box Inspection,"FDA,5"
5FH07050,,6.046875,Box Inspection,Box_NY_0.020SBS_125_6.125-2.4375-6.015625,,,,in,,5.984375,Height,,Box Inspection,"FDA,5"
5FH07050,,6.15625,Box Inspection,Box_NY_0.020SBS_125_6.125-2.4375-6.015625,,,,in,,6.09375,Length,,Box Inspection,"FDA,5"
5FH07050,,,Box Inspection,Box_NY_0.020SBS_125_6.125-2.4375-6.015625,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5FH07050,,,Box Inspection,Box_NY_0.020SBS_125_6.125-2.4375-6.015625,,,SBS,,,,Carton Material,,Box Inspection,
5FH07050,,,Box Inspection,Box_NY_0.020SBS_125_6.125-2.4375-6.015625,,,"Straight Tuck End w/Glued Internal Dividers&15/16"" Dummy Platform Bottom",,,,Carton Style,,Box Inspection,
5GB10300,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.750-2.375,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5GB10300,,2.40625,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.750-2.375,,,,in,,2.34375,Height,,Box Inspection,"FDA,5"
5GB10300,,2.78125,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.750-2.375,,,,in,,2.71875,Width,,Box Inspection,"FDA,5"
5GB10300,,6.15625,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.750-2.375,,,,in,,6.09375,Length,,Box Inspection,"FDA,5"
5GB10300,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.750-2.375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5GB10300,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.750-2.375,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5GB10300,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-2.750-2.375,,,UCSBS,,,,Carton Material,,Box Inspection,
5HC12400,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-4.25-3.0625,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5HC12400,,3.09375,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-4.25-3.0625,,,,in,,3.03125,Height,,Box Inspection,"FDA,5"
5HC12400,,4.28125,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-4.25-3.0625,,,,in,,4.21875,Width,,Box Inspection,"FDA,5"
5HC12400,,5.09375,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-4.25-3.0625,,,,in,,5.03125,Length,,Box Inspection,"FDA,5"
5HC12400,,,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-4.25-3.0625,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5HC12400,,,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-4.25-3.0625,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5HC12400,,,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-4.25-3.0625,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5HC12400,,,Box Inspection,Box_NY_0.016UCSBS_100_5.0625-4.25-3.0625,,,UCSBS,,,,Carton Material,,Box Inspection,
5HC22324,,0.021,Box Inspection,Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,,,,in,,0.019,Caliper,,TM102,"FDA,3"
5HC22324,,1.78125,Box Inspection,Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,,,,in,,1.71875,Width,,Box Inspection,"FDA,5"
5HC22324,,3.09375,Box Inspection,Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,,,,in,,3.03125,Height,,Box Inspection,"FDA,5"
5HC22324,,5.09375,Box Inspection,Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,,,,in,,5.03125,Length,,Box Inspection,"FDA,5"
5HC22324,,,Box Inspection,Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5HC22324,,,Box Inspection,Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5HC22324,,,Box Inspection,Box_NY_0.020WCCN_100_5.0625-1.75-3.0625,,,WCCN,,,,Carton Material,,Box Inspection,
5JB16400,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_4-3.125-2.375,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5JB16400,,2.40625,Box Inspection,Box_NY_0.016UCSBS_100_4-3.125-2.375,,,,in,,2.34375,Height,,Box Inspection,"FDA,5"
5JB16400,,3.15625,Box Inspection,Box_NY_0.016UCSBS_100_4-3.125-2.375,,,,in,,3.09375,Width,,Box Inspection,"FDA,5"
5JB16400,,4.03125,Box Inspection,Box_NY_0.016UCSBS_100_4-3.125-2.375,,,,in,,3.96875,Length,,Box Inspection,"FDA,5"
5JB16400,,,Box Inspection,Box_NY_0.016UCSBS_100_4-3.125-2.375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5JB16400,,,Box Inspection,Box_NY_0.016UCSBS_100_4-3.125-2.375,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5JB16400,,,Box Inspection,Box_NY_0.016UCSBS_100_4-3.125-2.375,,,UCSBS,,,,Carton Material,,Box Inspection,
5LB60302,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_6.125-4-2.375,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5LB60302,,2.40625,Box Inspection,Box_NY_0.016UCSBS_100_6.125-4-2.375,,,,in,,2.34375,Height,,Box Inspection,"FDA,5"
5LB60302,,4.03125,Box Inspection,Box_NY_0.016UCSBS_100_6.125-4-2.375,,,,in,,3.96875,Width,,Box Inspection,"FDA,5"
5LB60302,,6.15625,Box Inspection,Box_NY_0.016UCSBS_100_6.125-4-2.375,,,,in,,6.09375,Length,,Box Inspection,"FDA,5"
5LB60302,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-4-2.375,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5LB60302,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-4-2.375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5LB60302,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-4-2.375,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5LB60302,,,Box Inspection,Box_NY_0.016UCSBS_100_6.125-4-2.375,,,UCSBS,,,,Carton Material,,Box Inspection,
5NB40600,,0.017,Box Inspection,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5NB40600,,2.125,Box Inspection,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,,,,in,,2.0625,Height,,Box Inspection,"FDA,5"
5NB40600,,2.28125,Box Inspection,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,,,,in,,2.21875,Width,,Box Inspection,"FDA,5"
5NB40600,,5.15625,Box Inspection,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,,,,in,,5.09375,Length,,Box Inspection,"FDA,5"
5NB40600,,,Box Inspection,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5NB40600,,,Box Inspection,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5NB40600,,,Box Inspection,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,,,Tuck Top / Auto Bottom,,,,Carton Style,,Box Inspection,
5NB40600,,,Box Inspection,Box_NY_0.016UCSBS_100_5.125-2.25-2.09375,,,UCSBS,,,,Carton Material,,Box Inspection,
5NU87250,,0.025,Box Inspection,Box_NY_0.024SBS_127_4.375-4.375-12,,,,in,,0.023,Caliper,,TM102,"FDA,3"
5NU87250,,4.40625,Box Inspection,Box_NY_0.024SBS_127_4.375-4.375-12,,,,in,,4.34375,Length,,Box Inspection,"FDA,5"
5NU87250,,4.40625,Box Inspection,Box_NY_0.024SBS_127_4.375-4.375-12,,,,in,,4.34375,Width,,Box Inspection,"FDA,5"
5NU87250,,12.03125,Box Inspection,Box_NY_0.024SBS_127_4.375-4.375-12,,,,in,,11.96875,Height,,Box Inspection,"FDA,5"
5NU87250,,,Box Inspection,Box_NY_0.024SBS_127_4.375-4.375-12,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5NU87250,,,Box Inspection,Box_NY_0.024SBS_127_4.375-4.375-12,,,SBS,,,,Carton Material,,Box Inspection,
5NU87250,,,Box Inspection,Box_NY_0.024SBS_127_4.375-4.375-12,,,Tuck Top / Auto Bottom Dispenser Box,,,,Carton Style,,Box Inspection,
5OD125PB,,0.0025,Box Inspection,Box_80A,,,,in,,0.0005,Caliper,,TM102,"FDA,4"
5OD125PB,,2.28125,Box Inspection,Box_80A,,,,in,,2.21875,Outside Flap,,Box Inspection,"FDA,5"
5OD125PB,,6.5,Box Inspection,Box_80A,,,,in,,6.0625,Length,,Box Inspection,"FDA,5"
5OD125PB,,8.5,Box Inspection,Box_80A,,,,in,,8.25,Width,,Box Inspection,"FDA,5"
5OD125PB,,,Box Inspection,Box_80A,,,LDPE,,,,Carton Material,,Box Inspection,
5OD125PB,,,Box Inspection,Box_80A,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5OD125PB,,,Box Inspection,Box_80A,,,Poly Bag w/fold over top on 4” wicketts,,,,Carton Style,,Box Inspection,
5OD239PD,,,Box Inspection,Box_51A,,,,in,,,Caliper,,TM102,"FDA,3"
5OD239PD,,5.53125,Box Inspection,Box_51A,,,,in,,5.46875,Width,,Box Inspection,"FDA,5"
5OD239PD,,15.40625,Box Inspection,Box_51A,,,,in,,15.34375,Length,,Box Inspection,"FDA,5"
5OD239PD,,,Box Inspection,Box_51A,,,Chip Board,,,,Carton Material,,Box Inspection,
5OD239PD,,,Box Inspection,Box_51A,,,Layer Pad,,,,Carton Style,,Box Inspection,
5OD239PD,,,Box Inspection,Box_51A,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5OH382PD,,,Box Inspection,Box_50D,,,,in,,,Caliper,,TM102,"FDA,3"
5OH382PD,,9.53125,Box Inspection,Box_50D,,,,in,,9.46875,Width,,Box Inspection,"FDA,5"
5OH382PD,,11.65625,Box Inspection,Box_50D,,,,in,,11.59375,Length,,Box Inspection,"FDA,5"
5OH382PD,,,Box Inspection,Box_50D,,,Any Board,,,,Carton Material,,Box Inspection,
5OH382PD,,,Box Inspection,Box_50D,,,Cut Pad,,,,Carton Style,,Box Inspection,
5OH382PD,,,Box Inspection,Box_50D,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5OP067BT,,0.017,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5OP067BT,,2.21875,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,,,,in,,2.15625,Width,,Box Inspection,"FDA,5"
5OP067BT,,2.46875,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,,,,in,,2.40625,Height,,Box Inspection,"FDA,5"
5OP067BT,,3.21125,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,,,,in,,3.14875,Length,,Box Inspection,"FDA,5"
5OP067BT,,,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5OP067BT,,,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5OP067BT,,,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,,,Open Top/Tuck Bottom,,,,Carton Style,,Box Inspection,
5OP067BT,,,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-2.1875-2.4375,,,SBS C1S,,,,Carton Material,,Box Inspection,
5OP073BT,,0.017,Box Inspection,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5OP073BT,,2.21875,Box Inspection,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,,,,in,,2.15625,Width,,Box Inspection,"FDA,5"
5OP073BT,,2.46875,Box Inspection,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,,,,in,,2.40625,Height,,Box Inspection,"FDA,5"
5OP073BT,,3.21125,Box Inspection,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,,,,in,,3.14875,Length,,Box Inspection,"FDA,5"
5OP073BT,,,Box Inspection,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,,,,,,,AQL Sample Size,,AQL,"FDA,0"
5OP073BT,,,Box Inspection,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,,,Meets specifications,in,,,Artwork / Copy,,Box Inspection,
5OP073BT,,,Box Inspection,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,,,Open Top/Tuck Bottom,,,,Carton Style,,Box Inspection,
5OP073BT,,,Box Inspection,Box_NY_0.016SBSC1S_300_3.125-2.1875-2.4375,,,SBS C1S,,,,Carton Material,,Box Inspection,
5OP092BT,,0.017,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-1.4375-2.6875,,,,in,,0.015,Caliper,,TM102,"FDA,3"
5OP092BT,,1.46875,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-1.4375-2.6875,,,,in,,1.40625,Width,,Box Inspection,"FDA,5"
5OP092BT,,2.71875,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-1.4375-2.6875,,,,in,,2.65625,Height,,Box Inspection,"FDA,5"
5OP092BT,,3.21125,Box Inspection,Box_NY_0.016SBSC1S_300_3.18-1.4375-2.6875,,,,in,,3.14875,Length,,Box Inspection,"FDA,5"
