Mat_MatCode,METHOD,Analyte,Component,Res_Units,Numeric_Result,Low_Release_Limit,High_Release_Limit,Rounding_Rule,SP_TestPlan
5QS41950,Box Inspection,Box Inspection,Length,in,,6.59375,6.65625,"FDA,5",Box_NY_0.018SBS_100_6.625-4.125-8.125
5QS41950,Box Inspection,Box Inspection,Height,in,,8.09375,8.15625,"FDA,5",Box_NY_0.018SBS_100_6.625-4.125-8.125
5QS41950,Box Inspection,Box Inspection,Artwork / Copy,in,Meets specifications,,,,Box_NY_0.018SBS_100_6.625-4.125-8.125
5QS41950,Box Inspection,Box Inspection,Carton Material,,SBS,,,,Box_NY_0.018SBS_100_6.625-4.125-8.125
5QS41950,Box Inspection,Box Inspection,Carton Style,,Tuck Top / Auto Bottom,,,,Box_NY_0.018SBS_100_6.625-4.125-8.125
6AA34724,TM141,Shipper Inspection,Height,in,,6.0625,6.4375,"FDA,4",SHIP_NY_32K_100_8.25-7-6.25
6AA34724,TM141,Shipper Inspection,Width,in,,6.8125,7.1875,"FDA,4",SHIP_NY_32K_100_8.25-7-6.25
6AA34724,TM141,Shipper Inspection,Length,in,,8.0625,8.4375,"FDA,4",SHIP_NY_32K_100_8.25-7-6.25
6AA34724,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_8.25-7-6.25
6AA34724,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_8.25-7-6.25
6AA34724,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_8.25-7-6.25
6AA34724,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_8.25-7-6.25
6AA34724,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_8.25-7-6.25
6AA34724,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_8.25-7-6.25
6AA617S96,TM141,Shipper Inspection,Height,in,,7.6875,8.0625,"FDA,4",SHIP_NY_44K_100_12.75-11.625-7.875
6AA617S96,TM141,Shipper Inspection,Width,in,,11.4375,11.8125,"FDA,4",SHIP_NY_44K_100_12.75-11.625-7.875
6AA617S96,TM141,Shipper Inspection,Length,in,,12.5625,12.9375,"FDA,4",SHIP_NY_44K_100_12.75-11.625-7.875
6AA617S96,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,44,,"FDA,0",SHIP_NY_44K_100_12.75-11.625-7.875
6AA617S96,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_44K_100_12.75-11.625-7.875
6AA617S96,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_44K_100_12.75-11.625-7.875
6AA617S96,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_44K_100_12.75-11.625-7.875
6AA617S96,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_44K_100_12.75-11.625-7.875
6AA632TY,TM141,Shipper Inspection,Width,in,,7.25,7.5,"FDA,4",SHIP_NY_44K_231_18.5-7.375-14
6AA632TY,TM141,Shipper Inspection,Height,in,,13.875,14.125,"FDA,4",SHIP_NY_44K_231_18.5-7.375-14
6AA632TY,TM141,Shipper Inspection,Length,in,,18.375,18.625,"FDA,4",SHIP_NY_44K_231_18.5-7.375-14
6AA632TY,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,44,,"FDA,0",SHIP_NY_44K_231_18.5-7.375-14
6AA632TY,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_44K_231_18.5-7.375-14
6AA632TY,TM208,Shipper Inspection,Shipper Style,,D/C,,,,SHIP_NY_44K_231_18.5-7.375-14
6AA632TY,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_44K_231_18.5-7.375-14
6AA632TY,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_44K_231_18.5-7.375-14
6AA709S48,TM141,Shipper Inspection,Height,in,,5.9375,6.3125,"FDA,4",SHIP_NY_40K_100_15-11-6.125
6AA709S48,TM141,Shipper Inspection,Width,in,,10.8125,11.1875,"FDA,4",SHIP_NY_40K_100_15-11-6.125
6AA709S48,TM141,Shipper Inspection,Length,in,,14.8125,15.1875,"FDA,4",SHIP_NY_40K_100_15-11-6.125
6AA709S48,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,40,,"FDA,0",SHIP_NY_40K_100_15-11-6.125
6AA709S48,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_40K_100_15-11-6.125
6AA709S48,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_40K_100_15-11-6.125
6AA709S48,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_40K_100_15-11-6.125
6AA709S48,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_40K_100_15-11-6.125
6AA709S48,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_40K_100_15-11-6.125
6AA73530,TM141,Shipper Inspection,Height,in,,8.0625,8.4375,"FDA,4",SHIP_NY_32K_100_10-8.375-8.25
6AA73530,TM141,Shipper Inspection,Width,in,,8.1875,8.5625,"FDA,4",SHIP_NY_32K_100_10-8.375-8.25
6AA73530,TM141,Shipper Inspection,Length,in,,9.8125,10.1875,"FDA,4",SHIP_NY_32K_100_10-8.375-8.25
6AA73530,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_10-8.375-8.25
6AA73530,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_10-8.375-8.25
6AA73530,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_10-8.375-8.25
6AA73530,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_10-8.375-8.25
6AA73530,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_10-8.375-8.25
6AA73530,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_10-8.375-8.25
6AA76930,TM141,Shipper Inspection,Height,in,,4.625,4.875,"FDA,4",SHIP_NY_44K_100_9-9-4.75
6AA76930,TM141,Shipper Inspection,Length,in,,8.875,9.125,"FDA,4",SHIP_NY_44K_100_9-9-4.75
6AA76930,TM141,Shipper Inspection,Width,in,,8.875,9.125,"FDA,4",SHIP_NY_44K_100_9-9-4.75
6AA76930,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,44,,"FDA,0",SHIP_NY_44K_100_9-9-4.75
6AA76930,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_44K_100_9-9-4.75
6AA76930,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_44K_100_9-9-4.75
6AA76930,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_44K_100_9-9-4.75
6AA76930,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_44K_100_9-9-4.75
6AA76930,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_44K_100_9-9-4.75
6AB16400,TM141,Shipper Inspection,Width,in,,4.0625,4.4375,"FDA,4",SHIP_NY_32K_100_16-4.25-5.125
6AB16400,TM141,Shipper Inspection,Height,in,,4.9375,5.3125,"FDA,4",SHIP_NY_32K_100_16-4.25-5.125
6AB16400,TM141,Shipper Inspection,Length,in,,15.8125,16.1875,"FDA,4",SHIP_NY_32K_100_16-4.25-5.125
6AB16400,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_16-4.25-5.125
6AB16400,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_16-4.25-5.125
6AB16400,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_16-4.25-5.125
6AB16400,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_16-4.25-5.125
6AB16400,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_16-4.25-5.125
6AB16400,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_16-4.25-5.125
6AD11055,TM141,Shipper Inspection,Width,in,,6.1875,6.5625,"FDA,4",SHIP_NY_32K_100_10.625-6.375-11.25
6AD11055,TM141,Shipper Inspection,Length,in,,10.4375,10.8125,"FDA,4",SHIP_NY_32K_100_10.625-6.375-11.25
6AD11055,TM141,Shipper Inspection,Height,in,,11.0625,11.4375,"FDA,4",SHIP_NY_32K_100_10.625-6.375-11.25
6AD11055,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_10.625-6.375-11.25
6AD11055,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_10.625-6.375-11.25
6AD11055,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_10.625-6.375-11.25
6AD11055,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_10.625-6.375-11.25
6AD11055,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_10.625-6.375-11.25
6AD41900,TM141,Shipper Inspection,Height,in,,5.9375,6.3125,"FDA,4",SHIP_NY_32K_100_13.25-12-6.125
6AD41900,TM141,Shipper Inspection,Width,in,,11.8125,12.1875,"FDA,4",SHIP_NY_32K_100_13.25-12-6.125
6AD41900,TM141,Shipper Inspection,Length,in,,13.0625,13.4375,"FDA,4",SHIP_NY_32K_100_13.25-12-6.125
6AD41900,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_13.25-12-6.125
6AD41900,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_13.25-12-6.125
6AD41900,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_13.25-12-6.125
6AD41900,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_13.25-12-6.125
6AD41900,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_13.25-12-6.125
6AH58195,TM141,Shipper Inspection,Width,in,,6.0625,6.4375,"FDA,4",SHIP_NY_32K_100_13.4375-6.25-9.6875
6AH58195,TM141,Shipper Inspection,Height,in,,9.5,9.875,"FDA,4",SHIP_NY_32K_100_13.4375-6.25-9.6875
6AH58195,TM141,Shipper Inspection,Length,in,,13.25,13.625,"FDA,4",SHIP_NY_32K_100_13.4375-6.25-9.6875
6AH58195,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_13.4375-6.25-9.6875
6AH58195,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_13.4375-6.25-9.6875
6AH58195,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_13.4375-6.25-9.6875
6AH58195,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_13.4375-6.25-9.6875
6AH58195,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_13.4375-6.25-9.6875
6AJ19025,TM141,Shipper Inspection,Height,in,,6.5625,6.9375,"FDA,4",SHIP_NY_32K_100_12-7.25-6.75
6AJ19025,TM141,Shipper Inspection,Width,in,,7.0625,7.4375,"FDA,4",SHIP_NY_32K_100_12-7.25-6.75
6AJ19025,TM141,Shipper Inspection,Length,in,,11.8125,12.1875,"FDA,4",SHIP_NY_32K_100_12-7.25-6.75
6AJ19025,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_12-7.25-6.75
6AJ19025,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_12-7.25-6.75
6AJ19025,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_12-7.25-6.75
6AJ19025,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_12-7.25-6.75
6AJ19025,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_12-7.25-6.75
6AJ19025,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_12-7.25-6.75
6AM30472,TM141,Shipper Inspection,Width,in,,8.8125,9.1875,"FDA,4",SHIP_NY_44K_100_15.5-9-12
6AM30472,TM141,Shipper Inspection,Height,in,,11.8125,12.1875,"FDA,4",SHIP_NY_44K_100_15.5-9-12
6AM30472,TM141,Shipper Inspection,Length,in,,15.3125,15.6875,"FDA,4",SHIP_NY_44K_100_15.5-9-12
6AM30472,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,44,,"FDA,0",SHIP_NY_44K_100_15.5-9-12
6AM30472,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_44K_100_15.5-9-12
6AM30472,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_44K_100_15.5-9-12
6AM30472,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_44K_100_15.5-9-12
6AM30472,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_44K_100_15.5-9-12
6AM30472,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_44K_100_15.5-9-12
6AP03707,TM141,Shipper Inspection,Height,in,,3.8125,4.1875,"FDA,4",SHIP_NY_32K_100_13-7.3125-4
6AP03707,TM141,Shipper Inspection,Width,in,,7.125,7.5,"FDA,4",SHIP_NY_32K_100_13-7.3125-4
6AP03707,TM141,Shipper Inspection,Length,in,,12.8125,13.1875,"FDA,4",SHIP_NY_32K_100_13-7.3125-4
6AP03707,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_13-7.3125-4
6AP03707,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_13-7.3125-4
6AP03707,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_13-7.3125-4
6AP03707,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_13-7.3125-4
6AP03707,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_13-7.3125-4
6AP03707,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_13-7.3125-4
6AP06528,TM141,Shipper Inspection,Height,in,,5.5625,5.9375,"FDA,4",SHIP_NY_32K_100_13.25-7.75-5.75
6AP06528,TM141,Shipper Inspection,Width,in,,7.5625,7.9375,"FDA,4",SHIP_NY_32K_100_13.25-7.75-5.75
6AP06528,TM141,Shipper Inspection,Length,in,,13.0625,13.4375,"FDA,4",SHIP_NY_32K_100_13.25-7.75-5.75
6AP06528,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_13.25-7.75-5.75
6AP06528,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_13.25-7.75-5.75
6AP06528,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_13.25-7.75-5.75
6AP06528,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_13.25-7.75-5.75
6AP06528,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_13.25-7.75-5.75
6AP06550,TM141,Shipper Inspection,Height,in,,10.375,10.625,"FDA,4",SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06550,TM141,Shipper Inspection,Width,in,,11.9375,12.1875,"FDA,4",SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06550,TM141,Shipper Inspection,Length,in,,17.25,17.5,"FDA,4",SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06550,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06550,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06550,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06550,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06550,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06550,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_17.375-12.0625-10.5
6AP06728,TM141,Shipper Inspection,Height,in,,5.875,6.25,"FDA,4",SHIP_NY_32K_100_7.125-7-6.0625
6AP06728,TM141,Shipper Inspection,Length,in,,6.9375,7.3125,"FDA,4",SHIP_NY_32K_100_7.125-7-6.0625
6AP06728,TM141,Shipper Inspection,Width,in,,6.8125,7.1875,"FDA,4",SHIP_NY_32K_100_7.125-7-6.0625
6AP06728,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_7.125-7-6.0625
6AP06728,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_7.125-7-6.0625
6AP06728,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_7.125-7-6.0625
6AP06728,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_7.125-7-6.0625
6AP06728,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_7.125-7-6.0625
6AP06728,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_7.125-7-6.0625
6AP09215,TM141,Shipper Inspection,Height,in,,5.5625,5.9375,"FDA,4",SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09215,TM141,Shipper Inspection,Width,in,,9.0625,9.4375,"FDA,4",SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09215,TM141,Shipper Inspection,Length,in,,13.25,13.625,"FDA,4",SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09215,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09215,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09215,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09215,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09215,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09215,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_13.4375-9.25-5.75
6AP09384,TM141,Shipper Inspection,Height,in,,3.5625,3.8125,"FDA,4",SHIP_NY_32K_100_8.5-5.75-3.6875
6AP09384,TM141,Shipper Inspection,Width,in,,5.625,5.875,"FDA,4",SHIP_NY_32K_100_8.5-5.75-3.6875
6AP09384,TM141,Shipper Inspection,Length,in,,8.375,8.625,"FDA,4",SHIP_NY_32K_100_8.5-5.75-3.6875
6AP09384,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_8.5-5.75-3.6875
6AP09384,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_8.5-5.75-3.6875
6AP09384,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_8.5-5.75-3.6875
6AP09384,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_8.5-5.75-3.6875
6AP09384,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_8.5-5.75-3.6875
6AP09384,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_8.5-5.75-3.6875
6AP11325,TM141,Shipper Inspection,Height,in,,7.5625,7.9375,"FDA,4",SHIP_NY_44K_100_10.625-9.75-7.75
6AP11325,TM141,Shipper Inspection,Width,in,,9.5625,9.9375,"FDA,4",SHIP_NY_44K_100_10.625-9.75-7.75
6AP11325,TM141,Shipper Inspection,Length,in,,10.4375,10.8125,"FDA,4",SHIP_NY_44K_100_10.625-9.75-7.75
6AP11325,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,44,,"FDA,0",SHIP_NY_44K_100_10.625-9.75-7.75
6AP11325,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_44K_100_10.625-9.75-7.75
6AP11325,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_44K_100_10.625-9.75-7.75
6AP11325,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_44K_100_10.625-9.75-7.75
6AP11325,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_44K_100_10.625-9.75-7.75
6AP13472,TM141,Shipper Inspection,Height,in,,7.375,7.75,"FDA,4",SHIP_NY_32K_100_16.3125-12.25-7.5625
6AP13472,TM141,Shipper Inspection,Width,in,,12.0625,12.4375,"FDA,4",SHIP_NY_32K_100_16.3125-12.25-7.5625
6AP13472,TM141,Shipper Inspection,Length,in,,16.125,16.5,"FDA,4",SHIP_NY_32K_100_16.3125-12.25-7.5625
6AP13472,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_16.3125-12.25-7.5625
6AP13472,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_16.3125-12.25-7.5625
6AP13472,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_16.3125-12.25-7.5625
6AP13472,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_16.3125-12.25-7.5625
6AP13472,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_16.3125-12.25-7.5625
6AP15984,TM141,Shipper Inspection,Height,in,,7.5,7.875,"FDA,4",SHIP_NY_44K_100_15.25-10.375-7.6875
6AP15984,TM141,Shipper Inspection,Width,in,,10.1875,10.5625,"FDA,4",SHIP_NY_44K_100_15.25-10.375-7.6875
6AP15984,TM141,Shipper Inspection,Length,in,,15.0625,15.4375,"FDA,4",SHIP_NY_44K_100_15.25-10.375-7.6875
6AP15984,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,44,,"FDA,0",SHIP_NY_44K_100_15.25-10.375-7.6875
6AP15984,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_44K_100_15.25-10.375-7.6875
6AP15984,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_44K_100_15.25-10.375-7.6875
6AP15984,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_44K_100_15.25-10.375-7.6875
6AP15984,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_44K_100_15.25-10.375-7.6875
6AP22325,COA,Certificate of Analysis,Certificate of Analysis,,CofA meets specifications,,,,SHIP_NY_32K_100_12.4375-5.4375-4.1875
6AP22907,TM141,Shipper Inspection,Height,in,,6.25,6.625,"FDA,4",SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP22907,TM141,Shipper Inspection,Width,in,,7.625,8,"FDA,4",SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP22907,TM141,Shipper Inspection,Length,in,,8.375,8.75,"FDA,4",SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP22907,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP22907,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP22907,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP22907,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP22907,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP22907,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_8.5625-7.8125-6.4375
6AP23025,TM141,Shipper Inspection,Height,in,,4.125,4.5,"FDA,4",SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP23025,TM141,Shipper Inspection,Width,in,,5.625,6,"FDA,4",SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP23025,TM141,Shipper Inspection,Length,in,,11.0625,11.4375,"FDA,4",SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP23025,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,32,,"FDA,0",SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP23025,AQL,Shipper Inspection,AQL Sample Size,,,,,"FDA,0",SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP23025,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP23025,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP23025,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP23025,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_32K_100_11.25-5.8125-4.3125
6AP24284,TM141,Shipper Inspection,Height,in,,9.4375,9.8125,"FDA,4",SHIP_NY_40K_100_15.375-10.5625-9.625
6AP24284,TM141,Shipper Inspection,Width,in,,10.375,10.75,"FDA,4",SHIP_NY_40K_100_15.375-10.5625-9.625
6AP24284,TM141,Shipper Inspection,Length,in,,15.1875,15.5625,"FDA,4",SHIP_NY_40K_100_15.375-10.5625-9.625
6AP24284,TM141,Shipper Inspection,Certification Stamp (ECT),Lbs./In.,,40,,"FDA,0",SHIP_NY_40K_100_15.375-10.5625-9.625
6AP24284,TM208,Shipper Inspection,General Inspection,,Accept,,,,SHIP_NY_40K_100_15.375-10.5625-9.625
6AP24284,TM208,Shipper Inspection,Artwork / Copy,,Go - Meets Specifications,,,,SHIP_NY_40K_100_15.375-10.5625-9.625
6AP24284,TM208,Shipper Inspection,Liner Board Color,,Kraft,,,,SHIP_NY_40K_100_15.375-10.5625-9.625
6AP24284,TM208,Shipper Inspection,Shipper Style,,RSC,,,,SHIP_NY_40K_100_15.375-10.5625-9.625
6AP24372,TM141,Shipper Inspection,Width,in,,10.1875,10.5625,"FDA,4",SHIP_NY_44K_100_15.25-10.375-15.4375
6AP24372,TM141,Shipper Inspection,Length,in,,15.0625,15.4375,"FDA,4",SHIP_NY_44K_100_15.25-10.375-15.4375
6AP24372,TM141,Shipper Inspection,Height,in,,15.25,15.625,"FDA,4",SHIP_NY_44K_100_15.25-10.375-15.4375
